data0090	0	*	孤独 を つぶやく な 。 沈黙 を 誇れ 。
data0073	0	*	まっ 白い お 米 は 、 どろんこ から でき ます 。
data0025	0	*	君 が いれば 、 ゲーム は いら ない 。
data0238	1	*	腐敗 は 我が 友 . 夜 は 我が 僕 . 鴉 に この 身 を 啄ま せ ながら . 楡 の 館 で お前 を 待つ .
data0106	0	*	今 の 僕 に は きれいな 雪 が 痛い ほど 、 しみる 。
data0257	1	*	己 の 生 に . 抗い 続ける . 己 の 心 に . 牙 ある 限り
data0165	0	*	僕 は 望む 。 そして 叶う こと を 決して 望ま ない 。
data0107	0	*	息 すん の って さ 、 忘れちゃ う よ ね 。
data0053	0	*	SEA - THROUGHEARTH すけ すけ ・ ちきゅう
data0155	0	*	大人 に なって も 、 でき ない こと 。
data0063	0	*	まるい 。 あまい 。 チュー し たい 。
data0139	0	*	もやもや する 気持ち を 恋 だ と 勘違い した まま 大人 に なって しまった
data0075	0	*	「 言い たい こと 、 全部 忘れた 。 」
data0014	0	*	ThisisJapaneseflower . これ が 日本 の 花 です 。
data0059	0	*	ぼく ら は なんで えっちに なった ？
data0094	0	*	きれいな お 日 様 を 見つけた
data0047	0	*	ファンシー PINK タイフ ～ン ♥ ♥
data0120	0	*	夢 で いい 。 春 の 夢 を 。
data0228	1	*	俺 達 は 虫 . 不 揮発 性 の . 悪意 の 下 で . 這い 回る 蠕虫 . 首 を もたげる . 月 より 高く . 憐れ な お前 等 が . 見え なく なる まで .
data0205	1	*	俺 達 は 手 を 伸ばす . 雲 を 払い 空 を 貫き . 月 と 火星 は 掴めて も . 真実に は まだ 届か ない
data0116	0	*	正義 ？ 悪 ？ ああ 、 クソ みたいな 気分 。
data0125	0	*	「 夏 は そこ に あって 、 少女 は ここ に いる 。 でも 僕 は どこ に も い ない 。 」
data0254	1	*	戦い こそ すべて
data0021	0	*	あなた に 愛 を
data0083	0	*	茹で たて 地球 食べて みよう
data0036	0	*	巡り 来る 少女
data0117	0	*	うち の 姫様 達 は 、 僕 を 名前 で 呼ぶ 。
data0200	1	*	剣 を 握ら なければ おまえ を 守れ ない . 剣 を 握った まま で は おまえ を 抱き締め られ ない
data0062	0	*	特集 「 不安な この 国 を マコちゃん は 『 大丈夫 』 と 言った 。 」
data0114	0	*	握手 して 夏 に お 別れ 。
data0008	0	*	熱い ぜ ッ ！ 夏 の 子供
data0084	0	*	受験 に 落ちて も 涙 は 出 ない けど 花粉 症 が ツライ つまり は そんな なん くる ない 春
data0241	1	*	不幸 を 知る こと は . 怖 ろ しく は ない . 怖 ろし いの は . 過ぎ 去った 幸福 が . 戻ら ぬ と 知る こと
data0010	0	*	子供 時間 、 最後の 恋人 。
